id,brand,category,name,new_size,rating,number_of_reviews,love,price,value_price,URL,MarketingFlags,MarketingFlags_content,options,details,how_to_use,ingredients,online_only,exclusive,limited_edition,limited_time_offer
1960707,Carolina Herrera,Perfume,Good Girl Eau de Parfum,1.7,4.5,265,24200,96,96,https://www.sephora.com/product/good-girl-P420533?icid2=products grid:p420533,TRUE,online only, - 1.0 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 2.7 oz/ 80 mL Eau de Parfum Spray - 0.30 oz/ 10 mL Eau de Parfum Rollerball,"Fragrance Family: FloralScent Type: Warm FloralsKey Notes: Tuberose- Jasmine- Tonka BeanAbout: Black and whiteâ€¦ good girl- bad girl. GOOD GIRL is a sensual- evocative fragrance born of the beautiful contradictions and the ever-present duality of modern women and modern life.  Both freshly light and moodily dark- this innovative fragrance captures a womanâ€™s wondrous complexity with surprising and exceptional ingredients. The sweet- alluring qualities of jasmine give GOOD GIRL its brightness and femininity. The darker side is created with richly fragrant cocoa and intoxicating tonka. Almond and coffee bring the scent its immediate vibrancy. Tuberose- extracted in a new way that creates a rich delicacy- is the fragranceâ€™s wild card- bringing fluidity and femininity. GOOD GIRL exemplifies the effortless elegance and wit of the House of Herrera.The ground-breaking bottle- the first in the form of a high heel- speaks as eloquently of the power of modern femininity and a womanâ€™s dual nature as the fragrance itself. Made of sleek- smoky- midnight blue glass- it stands on the tallest- thinnest gold heel. ""Give a girl the right shoe and she can conquer the world.""â€”Carolina Herrera de BÃ¡ez- Brand Founder",no instructions,Alcohol Denat.- Fragrance- Water- Linalool- Hydroxycitronellal- Benzyl Salicylate- Coumarin- Ethylhexyl Methoxycinnamate- Benzyl Benzoate- Ethylhexyl Saliclate- Butyl Methoxydibenzoylmethane- Limonen- Geraniol- Citronellol- Isoeugenol- Hexyl Cinnamal- Benzyl Alcohol- Citral- Ci 60730 (Ext. Violet 2) Alcohol Of Vegatal Origin 80%.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
2099752,Carolina Herrera,Perfume,Good Girl Eau de Parfum LÃ©gÃ¨re,1.7,4.5,28,3100,96,96,https://www.sephora.com/product/legere-P438526?icid2=products grid:p438526,TRUE,online only, - 1oz/30mL Spray Eau de Parfum - 1.7oz/ 50mL Spray Eau de Parfum  - 2.7oz/80mL Spray Eau de Parfum - .34oz/10mL Eau de Parfum  Rollerball,"Fragrance Family: FloralScent Type: Fruity FloralKey Notes: Mandarin- Sambac Jasmine- and SandalwoodAbout: Carolina Herrera celebrates female empowerment with a breakthrough in perfumery. Good Girl Eau de Parfum LÃ©gÃ¨re inaugurates a new phase in perfumery and in House of Herrera with the creation of an Oriental Floral constructed around the DNA of Good Girl. This scent is built around the eloquent pair of jasmine- the emblem of Carolina Herrera- and tonka- an intoxicating and surprising note. In a market ruled by fast fashion and where perfumes are launched nearly every day- Good Girl Eau de Parfum has become a classic and one of the most sold scents in the world. A milestone that Carolina Herrera wants to repeat with the incorporation of a new type of Jasmine in Eau de Parfum LÃ©gÃ¨re: jasmine sambac imperial- a softer flower with an exquisite high quality.LÃ©gÃ¨re pays homage to strong women- and invites us to be who we want to be. An innovative fragrance- signed by women- it invites all women to have fun and be naughty- because... itâ€™s good to be bad.What else you need to know: The black-lacquered bottle with a ribbed-gold stiletto heel and a complex internal pressure system that allows the spray to be diffused from the release near the top breaks the mold. ""We wanted an object- not a bottle- and what more power is there but being in a heel? The system took four years and 600 tests to perfect- for this new flacon- we have needed a hundred more""â€”Carolina Herrera de Baez- creative director",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to 9%- EDP contains more- usually eight to 14%. EDPs- therefore- last longer and smell more intense.,unknown,1,0,0,0
2320356,Carolina Herrera,Perfume,Good Girl Eau de Parfum in Fantastic Pink,2.7,4,1,594,124,124,https://www.sephora.com/product/carolina-herrera-good-girl-eau-de-parfum-in-fantastic-pink-P457488?icid2=products grid:p457488,FALSE,0,no options,Fragrance Family: FloralScent Type: Warm FloralsKey Notes: Tuberose- Jasmine- Tonka BeanFragrance Description: Black and whiteâ€¦good girl- bad girl. This is a sensual- evocative fragrance born of the beautiful contradictions and the ever-present duality of modern women and modern life. Both freshly light and moodily dark- this innovative fragrance captures a womanâ€™s wondrous complexity with surprising and exceptional ingredients. The sweet- alluring qualities of jasmine give Good Girl its brightness and femininity. The darker side is created with richly fragrant cocoa and intoxicating tonka. Almond and coffee bring the scent its immediate vibrancy. Tuberose- extracted in a new way that creates a rich delicacy- is the fragranceâ€™s wild card- bringing fluidity and femininity. It exemplifies the effortless elegance and wit of the House of Herrera.About the Bottle: The iconic stiletto in a limited-edition- dazzling pink glitter is perfect for women who are not afraid to use their powerful femininity and celebrate their inner goddess. Itâ€™s so good to be bad.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Fragrance- Water- Linalool- Hydroxycitronellal- Benzyl Salicylate- Coumarin- Ethylhexyl Methoxycinnamate- Benzyl Benzoate- Ethylhexyl Saliclate- Butyl Methoxydibenzoylmethane- Limonen- Geraniol- Citronellol- Isoeugenol- Hexyl Cinnamal- Benzyl Alcohol- Citral- Ci 60730 (Ext. Violet 2) Alcohol Of Vegatal Origin 80%.,0,0,0,0
795393,Carolina Herrera,Perfume,212 Sexy,2,4,150,4100,84,84,https://www.sephora.com/product/212-sexy-P80002?icid2=products grid:p80002,FALSE,0, - 2 oz Eau de Parfum Spray ,Epitomizing the Carolina Herrera woman- this seductive blend of captivating tangerine- bergamot- and rose pepper sprinkled with floral petals- gardenia- and hints of cotton candy warmed with musk is sure to seduce from the very first encounter.Notes:Tangerine- Bergamot- Rose Pepper- Floral Petals- Gardenia- Cotton Candy- Sandalwood- 212 Musk- Vanilla.Style:Warm. Seductive. Captivating.,no instructions,Alcohol Denat.- Fragrance- Water- Butylphenyl Methylpropional- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Alpha-Isomethyl Ionone- Linalool- Hexyl Cinnamal- Coumarin- Citronellol- Geraniol- Citral-  (Red Farnesol- Isoeugenol- Benzyl Benzoate- Ci 17200 (Red 33) Alcohol Of Vegetal Origin 80% .,0,0,0,0
11023,Carolina Herrera,Perfume,212,2,4.5,127,2900,86,86,https://www.sephora.com/product/212-P4437?icid2=products grid:p4437,FALSE,0, - 2 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,A long-lasting- off beat- light floral fragrance with musk undertones. 212 personifies today's playfully hip- modern Cinderella. An exciting fragrance experience that wraps the wearer in an intriguing veil of femininity and confidence. Live life in the moment.Notes:Gardenia- Mandarin- Bergamot- Rosette- Camellia- White Lily- Satinwood- Sandalwood- Musk.Style:A timeless fragrance for all seasons.,no instructions,Alcohol Denat.- Fragrance- Water- Butylphenyl Methylpropional- Linalool- Limonene- Alpha-Isomethyl Ionone- Hexyl Cinnamal- Benzyl Salicylate- Citronellol- Geraniol- Citral- Benzyl Benzoate.,0,0,0,0
1637941,Carolina Herrera,Perfume,212 VIP ROSÃ‰,1.7,4.5,10,1500,86,86,https://www.sephora.com/product/212-vip-rose-P402656?icid2=products grid:p402656,FALSE,0, - 1.7 oz Eau de Parfum Spray  - 2.7 oz Eau de Parfum Spray,"A new chapter of the 212 story- 212 VIP ROSÃ‰ adds more chic- daring- and pure fun.  This day-to-night scent is more distinctive- unique- feminine- and sensual. 

The glass bottle features a sophisticated degradÃ© effect in matte pink. An engraved ring and magnetic cap give it a cool and chic femininity.

Notes:
Champagne Rose- Fleur de Pecher- Queen Wood.
 Style:
Chic. Feminine. Sensual.
",no instructions,Alcohol Denat.- Fragrance- Water- Benzyl Salicylate- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Butyl Methoxydibenzoylmethane- Butylphenyl Methylpropional- Limonene- Linalool- Citronellol- Hexyl Cinnamal- Coumarin- Alpha-Isomethyl Ionone- Citral- Cinnamyl Alcohol- Geraniol- Benzyl Alcohol- Ci 14700 (Red 4)- Ci 19140 (Yellow 5)- Ci 60730 (Ext. Violet 2)- Ci 42090 (Blue 1).,0,0,0,0
513168,CHANEL,Perfume,COCO MADEMOISELLE Eau de Parfum,1.7,4.5,627,111700,105,105,https://www.sephora.com/product/coco-mademoiselle-P12495?icid2=products grid:p12495,FALSE,0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,Fragrance Family: Floral Scent Type: Warm Floral Key Notes: Orange- Patchouli- Turkish Rose Fragrance Description: Irresistibly sexy- irrepressibly spirited. A sparkling Oriental fragrance that recalls a daring young Coco Chanel. An absolutely modern composition with a strong yet surprisingly fresh character. COMPOSITION Sparks of fresh and vibrant Orange immediately awaken the senses. A clear and sensual heart reveals the transparent accords of Grasse Jasmine and May Rose. The scent finally unfurls with the vibrant accents of Patchouli and Vetiver. HOW TO APPLYCOCO MADEMOISELLE Eau de Parfum comes in a spray for easy application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
1237379,CHANEL,Perfume,CHANCE EAU TENDRE Eau de Toilette,1.7,5,447,68800,85,85,https://www.sephora.com/product/chance-eau-tendre-P258612?icid2=products grid:p258612,FALSE,0, - 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,Fragrance Family: Fresh Scent Type: Fresh Fruity Florals Key Notes: Citron- Jasmine- Teakwood Fragrance Description: The delicate and unexpected fruity-floral fragrance for women creates a soft whirlwind of happiness- fantasy- and radiance. COMPOSITIONA green and fruity Grapefruit-Quince accord intertwines with the softness of Jasmine and the smoothness of White Musks for an intoxicatingly light- floral trail.HOW TO APPLYThe Eau de Toilette comes in a spray bottle for generous use and effortless application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
2170678,CHANEL,Perfume,Chance Eau Tendre Eau de Parfum,1.7,4.5,97,16500,105,105,https://www.sephora.com/product/chance-eau-tendre-eau-de-parfum-P440093?icid2=products grid:p440093,FALSE,0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7oz/50mL Eau de Parfum Spray  - 3.4oz/100mL Eau de Parfum Spray,Fragrance Family: FloralScent Type: Fruity FloralKey Notes: Grapefruit- Quince- Rose Accord- White MuskFragrance Description:An enhanced interpretation of the unexpected floral-fruity fragrance- CHANCE EAU TENDRE Eau de Parfum sweeps you into an intensified whirlwind of tenderness. The signature CHANCE bottle is reinvented with a silver cap and golden accent.COMPOSITIONA constellation of enveloping notes of Jasmine Absolute and Rose Essence dazzles with an intoxicatingly soft and enveloping trail for a radiant and feminine scent.  HOW TO APPLYThe Eau de Parfum comes in a spray format for an effortless application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
1001098,CHANEL,Perfume,CHANCE EAU FRAÃŽCHE Eau de Toilette,3.4,4.5,216,28000,115,115,https://www.sephora.com/product/chance-P257900?icid2=products grid:p257900,FALSE,0, - Out of stock: 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray - 3.4 oz Eau de Toilette Spray ,Fragrance Family: Fresh Scent Type: Fresh Fruity Florals Key Notes: Citron- Jasmine- Teakwood Fragrance Description: A fresh- sparkling floral expression of CHANCEâ€”a surge of energy that sweeps you into a whirlwind of happiness and fantasy. COMPOSITION A whirlwind of energy and vitality intertwines the zesty freshness of Citron with the softness of Jasmine and the vibrant presence of Teak Wood.HOW TO APPLY CHANCE EAU FRAÃŽCHE is presented in a spray form that allows for more generous use on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
2040475,CHANEL,Perfume,COCO MADEMOISELLE Eau de Parfum Intense,1.7,4.5,115,17900,115,115,https://www.sephora.com/product/coco-mademoiselle-intense-eau-de-parfum-P429692?icid2=products grid:p429692,FALSE,0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 6.8 oz/ 200mL Eau de Parfum Spray,Fragrance Family: Floral Scent Type: Warm Floral Key Notes: Patchouli- Tonka Bean- Vanilla Absolute Fragrance Description:An intense new facet of the COCO MADEMOISELLE personality emerges to forge a powerful- deep- addictive fragrance that is irresistible in every way. COMPOSITION An extreme- luminous- and deep concentration of Patchouli infuses COCO MADEMOISELLE EAU DE PARFUM INTENSE with a voluptuous dimension. The warm- soft- and feminine Amber accordâ€”an intoxicating blend of Tonka Bean and Vanilla from Madagascarâ€”wraps the scent in sensuality. HOW TO APPLYThe Eau de Parfum Intense comes in a spray bottle for effortless application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
909093,CHANEL,Perfume,CHANCE Eau de Parfum,1.7,5,80,16700,105,105,https://www.sephora.com/product/chance-P138300?icid2=products grid:p138300,FALSE,0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,Fragrance Family: Warm & Spicy Scent Type: Warm Florals Key Notes: Jasmine- Pink Pepper- Vanilla Fragrance Description: Unpredictable- in perpetual movement- the unexpected floral fragrance sweeps you into its whirlwind of happiness and fantasy. COMPOSITIONCHANCE is a fragrance created like a constellation- a composition like an olfactory sphere that opens up in an infinite movement. At the heart of this sphere is a sensuous balance warmed by Vanilla- with pronounced Jasmine Absolute and Iris. A mysterious alchemy- heightened by the intensity of White Musk.HOW TO APPLYThe Eau de Parfum comes in a spray format for an effortless application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
2238145,CHANEL,Perfume,GABRIELLE CHANEL ESSENCE Eau de Parfum,3.4,4.5,38,6000,135,135,https://www.sephora.com/product/gabrielle-chanel-essence-eau-de-parfum-P449555?icid2=products grid:p449555,FALSE,0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau De Parfum Spray - 3.4 oz/ 100 mL Eau De Parfum Spray ,Fragrance Family: FloralScent Type: Classic FloralsKey Notes: Jasmine- Ylang-Ylang- Orange Blossom- Gasse TuberoseFragrance Description: Inspired by the free and passionate woman who became Coco Chanel- GABRIELLE CHANEL ESSENCE is a more voluptuous- intensely feminine interpretation of the luminous floral fragrance. The striking square glass bottle is reimagined with bolder golden accents on the cap and label.COMPOSITION: Composed by In-House Perfumer Creator Olivier Polge- this deep and enveloping scent evokes the true essence of Gabrielle Chanel. The fragrance is an imaginary flower- faceted with Jasmine- Ylang-Ylang- Orange Blossom and the most captivating flower of all- Grasse Tuberose. Solar and voluptuous- the scent of a radiant woman. HOW TO APPLY: Apply GABRIELLE CHANEL ESSENCE with a deliberate and generous spray.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
1982610,CHANEL,Perfume,GABRIELLE CHANEL Eau de Parfum,3.4,4,309,24900,135,135,https://www.sephora.com/product/gabrielle-chanel-eau-de-parfum-P422299?icid2=products grid:p422299,FALSE,0, - 1.2 oz/ 35 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,Fragrance Family: Floral Scent Type: Classic Florals Key Notes: Jasmine- Orange Blossom- Grasse Tuberose- Ylang-Ylang Fragrance Description: Before creating the House of Chanel- Coco was Gabrielle. A rebel at heart...passionate and free. The inspiration for the luminous floral fragrance: GABRIELLE CHANEL. The fragrance appears to be suspended weightlessly within the striking- square bottle crafted of ultra-thin glass- as the four transparent sides fade into the background to let the light shine through. The label and the stopper have the same shape and indefinable lamÃ© color- a delicate balance between gold and silver- and the interior is warmed with an even more resplendent gold. Nestled in an imprint of its silhouette- the bottle is carefully protected by a precious interior sleeve. COMPOSITION Olivier Polge crafted this Eau de Parfum as an imaginary flower â€” a radiant and sparkling- purely feminine Chanel blossom based on a bouquet of four white flowers: a rich- enveloping heart of exotic Jasmine shimmers with the fruity green notes of Ylang-Ylang- while fresh and sparkling Orange Blossom shines through- offering a glimpse of Grasse Tuberose captured at its finest. Four points of light that recall the four corners of the bottle. HOW TO APPLY Apply GABRIELLE CHANEL fragrance on skin or clothing with a deliberate and generous spray.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
465690,CHANEL,Perfume,NÂ°5 Eau de Parfum,1.7,4.5,93,17700,105,105,https://www.sephora.com/product/chanel-n5-P65510?icid2=products grid:p65510,FALSE,0, - 1.2 oz Eau de Parfum Travel Spray - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,Fragrance Family: Floral Scent Type: Powdery Floral Key Notes: Aldehydes- Jasmine- Neroli- Sandalwood Fragrance Description: Since its creation in 1921- NÂ°5 has exuded the very essence of femininity: An abstract- mysterious scent- alive with countless subtle facets- radiating an extravagant floral richness. In 1986- Jacques Polge- reinterpreted his predecessor Ernest Beauxâ€™s composition to create a fuller- more voluminous version of the now and forever women's fragrance: the Eau de Parfum.  COMPOSITION With its unprecedented use of aldehydes- which add layers of complexity- NÂ°5 was the worldâ€™s first abstract fragrance. The Eau de Parfum draws inspiration from the Parfum with which it shares its floral aldehyde signature. This floral bouquet composed around May Rose and Jasmine features bright citrus top notes. Aldehydes create a unique presence while the smooth touch of Bourbon Vanilla leaves an incredibly sensual trail. HOW TO APPLY The Eau de Parfum comes in an elegant spray for easy application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
1663640,CHANEL,Perfume,COCO NOIR,1.7,4.5,62,8800,105,105,https://www.sephora.com/product/coco-noir-P392141?icid2=products grid:p392141,FALSE,0, - 1.7 oz Eau de Parfum Spray  - 3.4 oz Eau de Parfum Spray,"Fragrance Family: Floral Scent Type: Classic Florals Key Notes: Jasmine Absolute- Bourbon Vanilla- Rose AbsoluteFragrance Description: THROUGH BLACK... LIGHT REVEALED. Chanel has always entrusted black with an essential role: to highlight a woman. COCO NOIRâ€”an intimate- seductive- and intensely brilliant fragrance with luminous notesâ€”celebrates this paradoxical statement by using a deep black to bring a dazzling femininity to light. COMPOSITIONA voluptuous and enveloping luminous Oriental scent with a noble accord of Egyptian Jasmine and May Rose that adds depth and sensuality. The trail unfurls with magnetic notes of Indonesian Patchouli and Venezuelan Tonka Bean- along with the more pronounced notes of Bourbon Vanilla and White Musk. HOW TO APPLYGabrielle Chanel's advice was to apply Parfum â€œwherever you want to be kissed.â€ Neck- wrist- dÃ©colletÃ©â€¦ Dab a drop on your pulse points- wherever you can feel a heartbeat.

",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
625178,CHANEL,Perfume,CHANCE Eau de Toilette,1.7,4.5,69,11000,85,85,https://www.sephora.com/product/chance-P36680?icid2=products grid:p36680,FALSE,0, - 1.2 oz Eau de Toilette Spray - 1.7 oz Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,Fragrance Family: Floral Scent Type: Classic Floral Key Notes: Jasmine- Pink Pepper- Patchouli Fragrance Description: Filled with vitality and energy- the unexpected- unpredictable floral fragrance evolves from one moment to the next.  COMPOSITIONNotes of Pink Pepper- Jasmine- and Amber Patchouli intertwine for an elusive- ever-changing fragranceâ€”in turn floral- spicy- sensual- and rich.HOW TO APPLYThe Eau de Toilette comes in a spray for more generous use- and for easy application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
1837624,CHANEL,Perfume,NÂ°5 Lâ€™EAU,1.7,4,154,14200,105,105,https://www.sephora.com/product/n5-l-eau-P412038?icid2=products grid:p412038,FALSE,0, - 1.2 oz/ 35 mL Eau de Toilette Spray - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz/ 100 mL Eau de Toilette Spray,Fragrance Family: Floral Scent Type: Powdery Florals Key Notes: Citrus- Mandarin- Ylang-Ylang Fragrance Description: A modern- fresh- and vibrant embodiment of the now and forever scent. Timeless and audacious- simple and sophisticated. NÂ°5 Lâ€™EAU is the NÂ°5 of today. The Classic Bottle features a new continuous-misting spray- while the beveled glass appears crystal clear like pure waterâ€”an expression of simplicity and elegance. COMPOSITION Composed by Chanel perfumer Olivier Polge- NÂ°5 Lâ€™EAU features dynamic- crisp top notes of Lemon- Mandarin- and Orange that reveal lightheartedness and transparency. The emblematic heart of the bouquet unfolds with Rose- Jasmine- and a new fraction of Ylang Ylang- more modern than ever. Behind this floral whirlwind lies an unprecedented sense of liveliness: the vibrant echo of Cedar- accompanied by soft and cottony Musk notes.HOW TO APPLY The Eau de Toilette comes in a spray for more generous use- with easy application on skin or clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
465682,CHANEL,Perfume,COCO Eau de Parfum,1.7,5,29,6300,105,105,https://www.sephora.com/product/coco-P9576?icid2=products grid:p9576,FALSE,0, - 1.7 oz Eau de Parfum Spray ,Fragrance Family: Floral Scent Type: Warm Floral Key Notes: Clove- Leather- Peach- Sandalwood- Tonka BeanFragrance Description:COCO expresses the intensity of Gabrielle Chanel's personality and her love of all things baroque. A mysterious- provocative Oriental fragrance that gradually reveals its contrasting notes. COMPOSITIONThe Eau de Parfum opens with a citrus note of Sicilian Mandarin. A voluptuous heart of Jasmine Absolute is heightened by touches of Ylang-Ylang from the Comoros and Tunisian Orange Blossom for a captivating harmony that leaves behind a vibrant trail of Indonesian Patchouli- Benzoin- and a note of Tonka. HOW TO APPLYA spray format allows for effortless application on skin and clothing.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent.,unknown,0,0,0,0
