id,brand,category,name,new_size,rating,number_of_reviews,love,price,value_price,URL,MarketingFlags,MarketingFlags_content,options,details,how_to_use,ingredients,online_only,exclusive,limited_edition,limited_time_offer
1417567,Acqua Di Parma,Perfume,Arancia di Capri,5,4.5,26,2600,180,180,https://www.sephora.com/product/blu-mediterraneo-arancia-di-capri-P375388?icid2=products grid:p375388,TRUE,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray - 5 oz/ 148 mL Eau de Toilette Spray ,Fragrance Family: Fresh Scent Type: Fresh Citrus & FruitsKey Notes: Caramel- Grapefruit- OrangeFragrance Description: A symbol of the Italian Mediterranean and the island of Capri- this fragrance is sunny- relaxing- and carefree. In the air- hints of Italian citrus and the warm aroma of caramel blend together to create a pure moment of bliss- just like being on vacation.A universally appealing fragrance- this scent features notes of sweet orange and mandarin mixed with creamy caramel and musk.,no instructions,Alcohol Denat.- Water- Fragrance- Limonene- Linalool- Ethylhexylmethoxycinnamate- Citral- Butylmethoxydibenzoylmethane- Ethylhexylsalicylate- Bht- Geraniol- Benzylalcohol- Citronellol- Tocopherol.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
1417617,Acqua Di Parma,Perfume,Mirto di Panarea,2.5,4.5,23,2900,120,120,https://www.sephora.com/product/blu-mediterraneo-mirto-di-panarea-P307804?icid2=products grid:p307804,TRUE,online only, - 1 oz/ 30 mL Eau de Toilette Spray - 2.5 oz/ 74 mL Eau de Toilette Spray  - 5 oz/ 148 mL Eau de Toilette Spray,"Panarea near Sicily is an an island suspended in time. The smallest and oldest of the Eolie islands- its essence is brought to life in this revitalizing fragrance. 

A scent characterized by the aromatic notes of myrtle and basil- it opens with lemon and bergamot. At the heart- a sea breeze accord melts with jasmine and rose. Its intense base includes lentisc and juniper with cedarwood and amber.

Notes:
Myrtle- Basil- Lemon- Bergamot- Sea Breeze Accord- Jasmine- Rose- Lentisc- Juniper- Cedarwood- and Amber.

Style:
Revitalizing. Intense. Aromatic. 
",no instructions,unknown,1,0,0,0
1417609,Acqua Di Parma,Perfume,Fico di Amalfi,5,4.5,79,2600,180,180,https://www.sephora.com/product/blu-mediterraneo-fico-di-amalfi-P307801?icid2=products grid:p307801,TRUE,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray - 5 oz/ 148 mL Eau de Toilette Spray ,Fragrance Family: Floral Scent Type: Fruity FloralsKey Notes: Bergamot- Cedarwood- FigFragrance Description: The Amalfi Coast: itâ€™s one of the most breathtaking places on Earth. This floral- woody- and citrusy fragrance calls to mind this breathtaking stretch of Mediterranean coastline with a strong- energizing effect. A unique combination of notes- including bergamot- lemon- grapefruit- and citron open the fragrance. Fig nectar- pink pepper- and jasmine petals are blended at the heart and base notes of fig wood- cedarwood- and benzoin follow.,no instructions,unknown,1,0,0,0
1638832,Acqua Di Parma,Perfume,Rosa Nobile,3.4,4.5,79,5000,210,210,https://www.sephora.com/product/rosa-nobile-P388670?icid2=products grid:p388670,TRUE,online only," - 0.7 oz, 20 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 101 mL Eau de Parfum Spray ","Fragrance Family: Floral

Scent Type: Classic Florals

Key Notes: Mandarin- Musk- Violet- Rose Absolute

Fragrance Description: Acqua di Parma's Rosa Nobile fragrance celebrates the preciousness and elegance of the rose- the queen of flowers. The exquisite fragrance opens with soft- vibrant notes of Sicilian mandarin and Calabrian bergamot. The heart reveals velvety accents of peony- violet- and lily of the valley- which perfectly complement the richness of the centifolia rose from Italy. The fragrance concludes with a sublime dry down of cedarwood- ambergris- and musk. Refined and timeless- Rosa Nobile celebrates the beauty and allure of innate feminine charm.
",no instructions,unknown,1,0,0,0
2221596,Acqua Di Parma,Perfume,Rosa Nobile Hair Mist,1.7,3,5,2100,58,58,https://www.sephora.com/product/rosa-nobile-hair-mist-P444120?icid2=products grid:p444120,TRUE,exclusive Â· online only, - 1.7oz/50mL  Hair Mist ,"Fragrance Family: Floral

Scent Type: Classic Florals

Key Notes: Mandarin- Musk- Violet- Rose Absolute

Fragrance Description: A new Le Nobili beauty ritual leaves your hair delicately scented. The delicate notes of Rosa become the main characters of the fragrance experience in which the scent is enhanced by the natural movement of the hair. The formula is enriched with a conditioning agent to leave the hair shiny and soft.
Acqua di Parma's Rosa Nobile fragrance celebrates the preciousness and elegance of the rose- the queen of flowers. The exquisite fragrance opens with soft- vibrant notes of Sicilian mandarin and Calabrian bergamot. The heart reveals velvety accents of peony- violet- and lily of the valley- which perfectly complement the richness of the centifolia rose from Italy. The fragrance concludes with a sublime dry down of cedarwood- ambergris- and musk. Refined and timeless- Rosa Nobile celebrates the beauty and allure of innate feminine charm.

This product is an Allure Best of Beauty award winner.
",Suggested Usage:-Spray over your hair to leave it delicately scented with the notes of Rosa Nobile.,unknown,1,1,0,0
2243699,Acqua Di Parma,Perfume,Cipresso di Toscana,2.5,3.5,3,87,120,120,https://www.sephora.com/product/blu-mediterraneo-cipresso-di-toscana-P447763?icid2=products grid:p447763,TRUE,online only, - 1 oz / 30 mL Eau de Toilette Spray - 2.5 oz / 75 mL Eau de Toilette Spray ,Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Orange- Lavandin- CypressFragrance Description: The fragrance opens with top notes of Star Anise and Elemi- evoking a lively breeze- combined with notes of Orange and Petit Grain. At the heart of the composition- Sage and Lavender bring an aromatic note while notes of Cypress and Pine evoke the sensation of tranquil wellbeing.About the Bottle: This fragrance comes in an art deco style glass bottle.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,unknown,1,0,0,0
1417633,Acqua Di Parma,Perfume,Bergamotto di Calabria,2.5,4.5,16,1900,120,120,https://www.sephora.com/product/blu-mediterraneo-bergamotto-di-calabria-P307802?icid2=products grid:p307802,FALSE,0, - 1 oz/ 30 mL Eau de Toilette Spray - 2.5 oz/ 74 mL Eau de Toilette Spray ,"The land of Calabria is strong and intense. Only here does authentic bergamot find its natural habitat. Its sparkling notes appear at the onset of this joyful and uplifting fragrance and are enhanced by the freshness of citron- red ginger- and cedarwood. At the base- an unprecedented combination of vetiver- benzoin- and musk emerges.

Notes:
Bergamot- Citron- Red Ginger- Cedarwood. Vetiver- Benzoin- and Musk. 

Style:
Joyful. Uplifting. Unique. ",no instructions,unknown,0,0,0,0
1886621,Acqua Di Parma,Perfume,Peonia Nobile,1.7,4.5,19,2300,142,142,https://www.sephora.com/product/peonia-nobile-P413669?icid2=products grid:p413669,TRUE,online only, - 0.70oz/20mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,Fragrance Family: FloralScent Type: Classic FloralsKey Notes: PeonyFragrance Description: A refined interpretation of the peony flower unveils its sublime elegance in this fragrance. Vibrant accents of black pepper blended with soft notes of raspberry characterize the opening of the bouquet. The intense floral heart reveals sumptuous notes of peony combined with the brightness of geranium. An enveloping harmony evolves into the base- where the velvety and captivating tones of amber embrace the melting notes of patchouli. All Acqua Di Parma products are handcrafted in Italy where the artisanal tradition is handed down from generation to generation.,no instructions,Alcohol Denat.- Fragrance- Water- Citronellol- Hexylcinnamal- Linalool- Hydroxycitronellal- Alpha-Isomethylionone- Ethylhexylmethoxycinnamate- Geraniol- Alcohol- Butylmethoxydibenzoylmethane- Ethylhexylsalicylate- Bht- Limonene- Citral- Methyl2-Octynoate- Tocopherol- Ci14700 (Red4)- Ci60730 (Ext.Violet2)- Ci19140 (Yellow5).Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
1417575,Acqua Di Parma,Perfume,Mandorlo di Sicilia,2.5,4.5,44,2900,120,120,https://www.sephora.com/product/blu-mediterraneo-mandorlo-di-sicilia-P307803?icid2=products grid:p307803,TRUE,online only, - 1oz/30mL Eau de Toilette  - 2.5 oz/ 74 mL Eau de Toilette Spray  - 5 oz/ 148 mL Eau de Toilette Spray,Fragrance Family: Floral Scent Type: Warm FloralsKey Notes: Musk- Vanilla- AlmondFragrance Description: Sicily is a crossroads of art and culture- with the almond as part of the local tastes and traditions. Known in Italian as Mandorlo di Sicilia- the soothing appeal of Sicilian almond opens this delicious fragrance. Its sweet caress joins notes of star anise- bergamot- and orange. The fragranceâ€™s heart blends green Mediterranean almond and ylang-ylang before base notes of cedarwood- vanilla- and white musk emerge. ,no instructions,unknown,1,0,0,0
2339661,Acqua Di Parma,Perfume,Camelia Eau de Parfum,3.4,0,0,143,275,275,https://www.sephora.com/product/acqua-di-parma-camelia-P456170?icid2=products grid:p456170,TRUE,online only, - 0.68 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,Fragrance Family: FloralsScent Type: Fresh FloralsKey Notes: Bergamot- Camelia- MuskFragrance Description: The flower's elegant scent is recreated and combined with notes of bergamot- magnolia- clary sage- and jasmine sambac for a sophisticated and fascinating fragrance. ,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,unknown,1,0,0,0
2044725,Acqua Di Parma,Perfume,Chinotto di Liguria,2.5,4.5,6,306,120,120,https://www.sephora.com/product/chinotto-di-ligura-P431438?icid2=products grid:p431438,TRUE,online only, - 2.5 oz/ 75 mL Eau de Toilette Spray  - 5 oz/ 150 mL Eau de Toilette Spray,Fragrance Family: FreshScent Type: Fresh Citrus & FruitsKey Notes: Chinotto- Jasmine- PatchouliAbout: Chinotto- the rarest and most precious citrus fruit- is a bittersweet treasure of Italy. This refreshing and lively scent is inspired by a unique land of contrasts. Like a perfect memory of a sunny morning walk overlooking the sea alongside chinotto and mandarin trees- this fragrance evokes the delightful embrace of sand and sea. Echoes and sunny touches of jasmine and geranium are refreshed by the energetic notes of rosemary and cardamom. Patchouli and musk evoke the silence and peace of an untouched nature for a pure moment of well-being.,no instructions,unknown,1,0,0,0
2243715,Acqua Di Parma,Perfume,Blu Mediterraneo Cipresso di Toscana Travel Spray,1,5,1,250,70,70,https://www.sephora.com/product/blu-mediterraneo-cipresso-di-toscana-P447762?icid2=products grid:p447762,TRUE,online only, - 1 oz / 30 mL Eau de Toilette Spray ,Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Orange- Lavandin- CypressFragrance Description: The fragrance opens with top notes of star anise and elemi- evoking a lively breeze- combined with notes of orange and petit grain. At the heart of the composition- sage and lavender bring an aromatic note while notes of cypress and pine evoke the sensation of tranquil wellbeing.About the Bottle: This fragrance comes in an art-deco-style glass bottle.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Acqua (Water)- Parfum (Fragrance)- Benzyl Salicylate-Linalool- Limonene- Citronellol- Coumarin- Eugenol- BHT- Geraniol- Citral- Tocopherol.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
1979608,Acqua Di Parma,Perfume,Colonia Pura,1.7,4.5,5,396,120,120,https://www.sephora.com/product/colonia-pura-P422289?icid2=products grid:p422289,TRUE,online only, - 1.7 oz/ 50 mL Eau de Cologne Spray  - 3.4 oz/ 100 mL Eau de Cologne Spray,Fragrance Family: FreshScent Type: Fresh FloralsKey Notes: Bergamot- Narcissus- White MuskAbout: The remastering of an icon- this fragrance represents a contemporary and refined interpretation of the classic Italian Colonia.  A luminous- fresh and transparent fragrance- it embodies the contemporary side of Italian lifestyle.Colonia Pura opens with intense fresh notes of sunny bergamot- juicy orange- and delicate petit grain. It seduces with a heart sublimated by a harmonious combination of spicy notes of coriander- combined with the sensual floral accent of jasmine sambac absolute and narcissus absolute. Finally- it embraces with a refined duo of woody notes: cedarwood and patchouli- while white musk notes close the composition.,no instructions,Alcohol Denat.- Water- Fragrance- Limonene- Hexylcinnamal- Linalool- Alpha-Isomethylionone- Citral- Coumarin- Bht- Geraniol- Citronellol- Tocopherol.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
1226885,Acqua Di Parma,Perfume,Magnolia Nobile,1.7,4.5,34,1900,142,142,https://www.sephora.com/product/magnolia-nobile-P252213?icid2=products grid:p252213,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray,Inspired by the beautiful palazzo gardens of Italy's majestic Lake Como region- Magnolia Nobile represents the expression of natural and understated elegance. Created with the purest essences- Magnolia Nobile is an eau de parfum that reveals the most noble and refined aspects of the magnolia. Top notes of Italian bergamot- lemon- and citron blend seamlessly with magnolia accord- a rare ingredient extracted with time and dedication. The heart evolves with notes of rose- jasmine- and tuberose and the base notes unfold with sandalwood- patchouli- vetiver- and vanilla. The resulting unique and enveloping harmony creates an unforgettable- captivating effect.Notes:Italian Citron- Bergamot- Lemon- Magnolia- Arabian Jasmine- Bulgarian Rose- Tuberose- Sandalwood- Vetiver- Patchouli- Vanilla.,no instructions,Alcohol Denat.- Fragrance- Water- Limonene- Benzylsalicylate- Linalool- Butylphenylmethylpropional- Hydroxycitronellal- Hexylcinnamal- Ethylhexylmethoxycinnamate- Geraniol- Alcohol- Citronellol- Butylmethoxydibenzoylmethane- Ethylhexylsalicylate- Citral- Benzylbenzoate- Bht- Benzylalcohol- Isoeugenol- Farnesol- Ci19140 (Yellow5)- Ci14700 (Red4)- Ci42090 (Blue1).Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.,1,0,0,0
2339703,Acqua Di Parma,Perfume,Sakura Eau de Parfum,3.4,0,0,165,275,275,https://www.sephora.com/product/acqua-di-parma-sakura-P456549?icid2=products grid:p456549,TRUE,online only, - 0.7 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,Fragrance Family: FloralsScent Type: Fruity FloralKey Notes: Sakura- Bergamot- MuskFragrance Description: The richness of the sakura flower is recreated and combined with notes of bergamot- pink pepper- and jasmine sambac in a fragrance that evokes the spectacle of blossoming cherry trees.About the Bottle: Sakura Eau de Parfum is an Art-Deco-style glass bottle.,Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Aqua (Water)- Parfum (Fragrance)- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Citral- Bht- Geraniol- Citronellol- Tocopherol.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use. ,1,0,0,0
2339687,Acqua Di Parma,Perfume,Yuzu Eau de Parfum,3.4,0,0,122,275,275,https://www.sephora.com/product/acqua-di-parma-yuzu-P456550?icid2=products grid:p456550,TRUE,online only, - 0.7 oz/ 20 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum Spray ,"Fragrance Family: FloralsScent Type: Warm FloralsKey Notes: Yuzu- Bergamot- SandalwoodFragrance Description: Considered the rarest fruit of Japan- the yuzu is now the newest of Acqua di Parmaâ€™s ""frutti dâ€™oro."" The fragrance brings together yuzuâ€™s bittersweet aroma with the brandâ€™s signature citrus notes. About the Bottle: Yuzu Eau de Parfum features an Art-Deco-style glass bottle.",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Aqua (Water)- Parfum (Fragrance)- Limonene- Ethylhexyl Methoxycinnamate- Alpha-Isomethyl Ionone- Benzyl Salicylate- Linalool- Hexyl Cinnamal- Hydroxycitronellal- Butyl Methoxydibenzoylmethane-  Ethylhexyl Salicylate- Citral- Bht- Geraniol- Citronellol- Tocopherol.Acqua di Parma product ingredient listings are updated periodically. Before using an Acqua di Parma product- please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use. ,1,0,0,0
1794585,AERIN,Perfume,Mediterranean Honeysuckle,1.7,4,91,8000,130,130,https://www.sephora.com/product/mediterranean-honeysuckle-P405269?icid2=products grid:p405269,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray,"Fragrance Family: FloralsScent Type: Fruity FloralsKey Notes: Italian Bergamot- Honeysuckle- GrapefruitFragrance Description: This parfum is formulated with sweet honeysuckle and sparkling grapefruit evoking lush flowers and shimmering beaches. Italian bergamot- sun-warmed and citrusy- and mandarin oil impart lasting freshness. lily of the valley and lush gardenia build to the sensuality and richness of jasmine sambac absolute.About the Fragrance: ""Escape to the sun-drenched- azure-blue Mediterranean. Mediterranean Honeysuckle takes you there- evoking lush flowers and shimmering beaches. Everywhere I travel in the Mediterranean there's a sense of timeless beauty and effortless style. It's a very magical place and a great source of inspiration in my life and my work.""â€”Aerin",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent. -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly. -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent. -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Fragrance- Water- Butylphenyl Methylpropional- Butyl Methoxydibenzoylmethane- Limonene- Hydroxycitronellal- Geraniol- Linalool- Citral- Citronellol- Benzyl Alcohol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,1,0,0,0
1639228,AERIN,Perfume,Amber Musk,1.7,4.5,77,5600,130,130,https://www.sephora.com/product/amber-musk-P388770?icid2=products grid:p388770,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray,"Amber musk blends sensual florals- distinctive amber- and creamy musk. Ambrox makes a velvety first impression- contrasted by a succulent burst of coconut water and the femininity of rose centifolia absolute. Like the glow of amber flames- lingering benzoin and musk infuse the fragrance with warmth.

""Amber Musk is a warm- inviting scent you want to wrap yourself inâ€”like a soft cozy blanket on a cold snowy night.""â€”Aerin Lauder- Founder and Creative Director- AERIN

Notes:
Coconut Water- Rose Centifolia- Ambrox- Benzoin- Musk.
Style:
Warm. Inviting. Cozy.  
",no instructions,"Alcohol Denat.- Amber Musk Fragrance- Water- Butyl Methoxydibenzoylmethane- Hydroxycitronellal- Benzyl Salicylate- Geraniol- Coumarin- Citral- Benzyl Benzoate.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
",1,0,0,0
1699222,AERIN,Perfume,Rose De Grasse,1.7,5,12,1700,235,235,https://www.sephora.com/product/rose-de-grasse-P433906?icid2=products grid:p433906,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum ,"Fragrance Family:
 Floral

Scent Type:
 Classic Floral

Key Notes:
 Rose Centifolia- Rose Otto Bulgarian- Rose Absolute

About:
 The rose is a timeless symbol of beauty and femininity. Like an original piece of art- Rose de Grasse is meticulously crafted with an artisanal attention to detail. At its heart is a fusion of roses including the hundred-petaled rose centifolia- hand-picked in Grasseâ€”the French capital of perfumery since the 16th century where the history of fragrance is art.


What else you need to know:
""I've always been inspired by the timeless beauty of roses. Rose de Grasse represents the most rare and special of these flowers.""â€”Aerin
",no instructions,unknown,1,0,0,0
1639236,AERIN,Perfume,Lilac Path,1.7,4.5,63,3800,130,130,https://www.sephora.com/product/lilac-path-P388766?icid2=products grid:p388766,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray,"Lilac Path weaves a delicate story of crisp greens- rich blooms- and delicate petals. Evocative lilac infuses the scent with inviting depth- heightened by lush fragrant galbanum. Creamy jasmine lactones blend with soft angelica seed oil and orange flower.

â€œThere is something very special about spring lilacs; as fast as they bloom- they disappear. Lilac Path captures the spirit of spring and makes it last.â€â€”Aerin Lauder- Founder and Creative Director- AERIN

Notes:
Galbanum- Lilac- Jasmine- Angelica Seed Oil- Orange Flower.
Style:
Crisp. Delicate. Evocative.
",no instructions,Alcohol Denat.- Lilac Path Fragrance- Water- Linalool- Butylphenyl Methylpropional- Benzyl Salicylate- Butyl Methoxydibenzoylmethane- Ethylhexyl Methoxycinnamate- Hydroxycitronellal- Ethylhexyl Salicylate- Citronellol- Geraniol- Benzyl Benzoate- Benzyl Alcohol- Citral- Farnesol- Cinnamyl Alcohol- Isoeugenol- Eugenol- Limonene.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,1,0,0,0
2039121,AERIN,Perfume,Hibiscus Palm Eau de Parfum,1.7,4.5,39,4400,130,130,https://www.sephora.com/product/hibiscus-palm-P428454?icid2=products grid:p428454,TRUE,online only, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100mL Eau de Parfum Spray - 0.27 oz/ 8 mL Eau de Parfum Spray,"Fragrance Family: FloralsScent Type: Classic FloralsKey Notes: Lotus Flower Accord- Hibiscus Palm Accord- Tiare AbsoluteFragrance Description: This parfum is formulated with accords of lotus flower and hibiscus palm that mingle with ylang-ylang and exotic ginger. Frangipani also blends with a heart of fragrant white blossoms wrapped in the velvety warmth of coconut milk- vanilla- and musk. Hibiscus palm captures the island scent of brilliant sunshine on a lush beach.About the Fragrance: ""There's something magical about tropical island life and the feeling of time standing still. I love the natural beauty of golden beaches- lush palms- and exotic wild flowers.""â€”Aerin Lauder",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Fragrance- Water- Dipropylene Glycol- Benzyl Salicylate- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Bht- Dilauryl Thiodipropionate- Linalool- Geraniol- Farnesol- Benzyl Benzoate- Eugenol- Citral- Isoeugenol- Benzyl Alcohol- Coumarin- Hydroxycitronellal- Limonene .Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,1,0,0,0
2317907,AERIN,Perfume,Wild Geranium Travel Spray,0.27,5,2,697,30,30,https://www.sephora.com/product/aerin-perfume-wild-geranium-travel-spray-P454826?icid2=products grid:p454826,TRUE,online only, - 0.27 oz/ 8 mL Eau de Parfum Spray ,"Fragrance Family: FloralsScent Type: Fresh FloralsKey Notes: Geranium- Orange Flower- Rose CentifoliaFragrance Description: Get lost in a blooming field of wildflowers. Fresh-cut geranium notes and a sparkling touch of pink pepper and winter lemon lead you into a maze of enchanting florals. This scent also includes notes of dewy narcissus mixed with orange flower petals- white peony- rose centifolia- tuberose absolute- and warm benzoin.About the Fragrance: ""Wild Geranium is happiness. Itâ€™s a colorful- whimsical escape to a field brimming with wildflowers.""â€”Aerin LauderAERIN is a global luxury lifestyle brand inspired by the signature- effortless style- aesthetic point of view- and heritage of its founder- Aerin Lauder. Each fragrance is designed to provide a sense of escape to make life more beautiful and feminine.",Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting- stronger scent.Â -After applying- avoid rubbing or dabbing skin. This breaks down the fragrance- causing it to wear off more quickly.Â -If you prefer placing fragrance on your wrists- be sure to reapply after frequent hand-washing- as this tends to rinse off the scent.Â -Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent- EDP contains more- usually eight to 14 percent. EDPs- therefore- last longer and smell more intense.,Alcohol Denat.- Fragrance (Parfum)- Water\Aqua\Eau- Benzyl Salicylate- Limonene- Hydroxycitronellal- Geraniol- Linalool- Citronellol- Farnesol- Cinnamyl Alcohol- Citral- Benzyl Alcohol- Benzyl Benzoate- Isoeugenol- Butyl Methoxydibenzoylmethane- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Tocopherol- Bht- Dilauryl Thiodipropionate. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.,1,0,0,0
